theta,R,Dstar,size,members,classification
1.763,0.649,0.481,1,A050205,Unpredictable
1.764,0.163,0.15,1,A001480,Unpredictable
1.764,0.295,0.234,1,A008331,Predictable
1.766,0.35,0.411,1,A047947,Unpredictable
1.768,0.308,0.293,1,A034283,Unpredictable
1.769,0.035,0.099,1,A020383,Unpredictable
1.773,0.052,0.075,1,A046442,Unpredictable
1.774,0.009,0.01,1,A044330,Unpredictable
1.774,0.767,0.461,1,A031167,Unpredictable
1.775,0.212,0.245,1,A032852,Unpredictable
1.776,0.212,0.292,1,A044900,Unpredictable
1.776,0.295,0.234,1,A008330,Predictable
1.777,0.941,0.587,1,A002612,Predictable
1.778,0.142,0.21,1,A019556,Unpredictable
1.778,0.169,0.209,1,A039469,Unpredictable
1.778,0.225,0.184,1,A058209,Unpredictable
1.779,0.487,0.47,1,A056977,Predictable
1.782,0.292,0.439,1,A037135,Unpredictable
1.782,0.945,0.693,1,A021292,Predictable
1.783,0.076,0.06,1,A054643,Unpredictable
1.783,0.307,0.256,1,A049787,Predictable
1.785,0.021,0.037,1,A024414,Unpredictable
1.787,0.802,0.496,1,A023508,Predictable
1.787,0.852,0.533,1,A038822,Predictable
1.789,0.58,0.618,1,A055020,Unpredictable
1.791,0.424,0.314,1,A039373,Unpredictable
1.791,0.961,0.678,1,A006742,Unpredictable
1.792,0.043,0.064,1,A027869,Predictable
1.793,0.193,0.2,1,A045178,Unpredictable
1.796,0.182,0.263,1,A031647,Unpredictable
1.797,0.288,0.309,1,A039576,Unpredictable
1.798,0.052,0.06,1,A014693,Unpredictable
1.8,0.107,0.098,1,A039035,Unpredictable
1.8,0.427,0.378,1,A037180,Unpredictable
1.801,0.3,0.324,1,A045015,Unpredictable
1.802,0.044,0.031,1,A007936,Unpredictable
1.804,0.172,0.199,1,A051984,Unpredictable
1.806,0.622,0.415,1,A053574,Predictable
1.807,0.059,0.078,1,A044434,Unpredictable
1.808,0.181,0.15,1,A002344,Unpredictable
1.81,0.127,0.119,1,A037312,Unpredictable
1.812,0.19,0.174,1,A039153,Unpredictable
1.814,0.461,0.342,1,A005880,Unpredictable
1.815,0.461,0.342,2,A002131|A054785,Predictable
1.816,0.271,0.22,1,A053784,Unpredictable
1.817,0.538,0.354,1,A005876,Predictable
1.818,0.318,0.295,1,A049735,Predictable
1.819,0.417,0.326,1,A053079,Unpredictable
1.82,0.024,0.109,1,A031236,Unpredictable
1.82,0.24,0.216,1,A054084,Unpredictable
1.821,0.545,0.402,1,A056224,Unpredictable
1.824,0.698,0.524,1,A045088,Unpredictable
1.825,0.343,0.253,2,A019594|A022344,Partially Predictable
1.826,0.054,0.096,1,A055572,Unpredictable
1.826,0.311,0.261,1,A049788,Predictable
1.827,0.115,0.244,1,A037901,Unpredictable
1.827,0.342,0.243,1,A031456,Unpredictable
1.828,0.571,0.331,1,A051356,Predictable
1.83,0.093,0.195,1,A028751,Unpredictable
1.834,0.449,0.398,1,A032864,Unpredictable
1.836,0.018,0.067,1,A059211,Unpredictable
1.836,0.169,0.145,1,A001479,Unpredictable
1.836,0.188,0.23,1,A052057,Unpredictable
1.836,0.327,0.269,1,A045876,Predictable
1.836,0.715,0.431,1,A049085,Unpredictable
1.837,0.163,0.136,1,A002972,Predictable
1.837,0.265,0.384,1,A037889,Unpredictable
1.838,0.041,0.121,1,A045068,Unpredictable
1.838,0.097,0.112,1,A039154,Unpredictable
1.838,0.155,0.137,1,A039030,Unpredictable
1.838,0.524,0.331,3,A005869|A005878|A005886,Partially Predictable
1.839,0.054,0.04,1,A044951,Predictable
1.84,0.011,0.009,1,A054300,Unpredictable
1.84,0.259,0.288,1,A059112,Unpredictable
1.842,0.265,0.19,1,A039470,Unpredictable
1.845,0.012,0.008,1,A037006,Unpredictable
1.845,0.015,0.013,1,A025156,Unpredictable
1.845,0.146,0.161,1,A036148,Unpredictable
1.846,0.011,0.01,1,A045569,Unpredictable
1.846,0.919,0.633,1,A057387,Unpredictable
1.847,0.181,0.138,1,A039326,Unpredictable
1.848,0.164,0.139,1,A002973,Predictable
1.848,0.183,0.173,1,A032953,Unpredictable
1.848,0.232,0.208,1,A054082,Unpredictable
1.851,0.211,0.261,1,A007354,Unpredictable
1.851,0.245,0.504,1,A047726,Predictable
1.853,0.398,0.343,1,A049047,Unpredictable
1.854,0.036,0.076,1,A059209,Unpredictable
1.854,0.622,0.515,1,A045855,Unpredictable
1.855,0.098,0.136,1,A056943,Predictable
1.856,0.229,0.184,1,A059414,Unpredictable
1.856,0.491,0.625,1,A037922,Unpredictable
1.857,0.299,0.249,1,A049789,Predictable
1.86,0.029,0.034,1,A032669,Unpredictable
1.86,0.078,0.067,1,A039027,Unpredictable
1.86,0.224,0.157,1,A033180,Predictable
1.861,0.401,0.303,1,A039530,Unpredictable
1.862,0.164,0.169,1,A026338,Unpredictable
1.862,0.553,0.438,1,A038528,Predictable
1.863,0.039,0.134,1,A054081,Unpredictable
1.863,0.475,0.412,1,A057334,Predictable
1.864,0.21,0.173,1,A057641,Predictable
1.865,0.097,0.101,1,A030342,Unpredictable
1.866,0.053,0.074,1,A044054,Unpredictable
1.866,0.114,0.121,1,A045116,Unpredictable
1.866,0.398,0.384,1,A002217,Unpredictable
1.868,0.229,0.181,1,A043478,Unpredictable
1.868,0.438,0.327,1,A040997,Predictable
1.868,0.544,0.422,1,A037850,Unpredictable
1.871,0.161,0.183,1,A053622,Predictable
1.873,0.246,0.261,1,A058838,Predictable
1.876,0.002,0.067,1,A034584,Predictable
1.877,0.003,0.004,1,A003273,Unpredictable
1.878,0.027,0.096,1,A043437,Unpredictable
1.878,0.447,0.43,1,A044933,Unpredictable
1.878,0.47,0.393,3,A057508|A057510|A057512,Unpredictable
1.879,0.018,0.022,1,A013189,Predictable
1.879,0.567,0.462,1,A033559,Unpredictable
1.881,0.104,0.194,1,A038810,Unpredictable
1.881,0.145,0.143,1,A004500,Predictable
1.881,0.291,0.311,1,A031986,Unpredictable
1.882,0.331,0.252,1,A030307,Unpredictable
1.884,0.182,0.193,1,A030405,Unpredictable
1.884,0.201,0.187,1,A026264,Unpredictable
1.884,0.223,0.379,1,A057694,Unpredictable
1.886,0.079,0.069,1,A039217,Unpredictable
1.887,0.056,0.081,1,A044053,Unpredictable
1.889,0.527,0.394,1,A045124,Unpredictable
1.89,0.061,0.148,1,A015799,Unpredictable
1.891,0.066,0.077,1,A049817,Unpredictable
1.892,0.501,0.329,2,A006577|A008908,Predictable
1.893,0.0,0.001,1,A003658,Predictable
1.893,0.075,0.177,1,A031183,Unpredictable
1.893,0.091,0.191,1,A043406,Unpredictable
1.893,0.104,0.107,1,A007938,Unpredictable
1.893,0.132,0.333,1,A043554,Unpredictable
1.893,0.136,0.125,1,A023805,Unpredictable
1.893,0.975,0.668,1,A010102,Unpredictable
1.896,0.046,0.06,1,A025484,Unpredictable
1.897,0.001,0.003,1,A014612,Predictable
1.898,0.2,0.217,1,A020432,Unpredictable
1.899,0.223,0.204,1,A054089,Unpredictable
1.9,0.814,0.672,1,A013128,Unpredictable
1.901,0.033,0.095,1,A035231,Unpredictable
1.901,0.179,0.169,1,A026350,Predictable
1.902,0.146,0.159,1,A010428,Unpredictable
1.902,0.186,0.233,1,A039575,Unpredictable
1.902,0.424,0.319,1,A045864,Predictable
1.903,0.615,0.424,1,A031348,Unpredictable
1.904,0.037,0.118,1,A043390,Unpredictable
1.904,0.341,0.308,1,A045225,Unpredictable
1.907,0.174,0.117,1,A044982,Unpredictable
1.907,0.323,0.293,1,A045125,Unpredictable
1.909,0.031,0.037,1,A032670,Unpredictable
1.912,0.04,0.036,1,A044122,Unpredictable
1.914,0.001,0.004,1,A046101,Unpredictable
1.916,0.401,0.296,1,A053478,Predictable
1.918,0.099,0.112,1,A039118,Unpredictable
1.919,0.337,0.416,1,A048196,Predictable
1.92,0.081,0.109,1,A031198,Unpredictable
1.92,0.49,0.389,1,A057168,Predictable
1.922,0.014,0.013,1,A046974,Unpredictable
1.922,0.042,0.164,1,A050928,Unpredictable
1.922,0.171,0.183,1,A052194,Unpredictable
1.922,0.662,0.616,1,A016424,Unpredictable
1.922,0.689,0.406,1,A036043,Predictable
1.923,0.039,0.028,1,A031786,Unpredictable
1.923,0.08,0.055,2,A043585|A043803,Unpredictable
1.924,0.447,0.303,1,A057368,Predictable
1.925,0.505,0.509,1,A053555,Unpredictable
1.926,0.372,0.276,1,A055096,Predictable
1.928,0.183,0.411,1,A050075,Unpredictable
1.928,0.372,0.274,1,A039529,Unpredictable
1.929,0.011,0.063,1,A034121,Unpredictable
1.931,0.041,0.055,1,A027708,Unpredictable
1.931,0.12,0.21,1,A031084,Unpredictable
1.931,0.183,0.148,1,A026272,Predictable
1.932,0.185,0.175,1,A026262,Predictable
1.933,0.005,0.006,1,A045522,Predictable
1.933,0.057,0.068,1,A049826,Unpredictable
1.934,0.438,0.319,1,A015135,Unpredictable
1.934,0.441,0.297,1,A036468,Predictable
1.935,0.064,0.118,1,A053689,Predictable
1.936,0.119,0.208,1,A031095,Unpredictable
1.938,0.15,0.162,1,A039201,Unpredictable
1.938,0.455,0.317,1,A043275,Unpredictable
1.938,0.803,0.473,1,A024703,Unpredictable
1.939,0.016,0.067,1,A038837,Unpredictable
1.939,0.21,0.495,1,A031546,Unpredictable
1.941,0.183,0.146,2,A026242|A026276,Partially Predictable
1.941,0.251,0.295,1,A056644,Unpredictable
1.942,0.386,0.571,1,A031401,Unpredictable
1.942,0.979,0.671,1,A006733,Unpredictable
1.946,0.041,0.132,1,A032904,Unpredictable
1.946,0.152,0.144,1,A026266,Unpredictable
1.947,0.072,0.046,1,A050696,Unpredictable
1.947,0.237,0.194,1,A057098,Predictable
1.948,0.237,0.212,2,A001172|A023036,Unpredictable
1.948,0.251,0.255,1,A049723,Unpredictable
1.949,0.125,0.136,1,A051860,Unpredictable
1.949,0.916,0.643,1,A006462,Predictable
1.951,0.979,0.669,2,A006732|A006734,Unpredictable
1.952,0.202,0.201,1,A015718,Unpredictable
1.953,0.222,0.193,1,A055176,Unpredictable
1.957,0.452,0.386,1,A043358,Unpredictable
1.957,0.781,0.653,1,A053238,Predictable
1.958,0.782,0.653,1,A053230,Predictable
1.959,0.275,0.248,1,A033959,Unpredictable
1.96,0.979,0.668,1,A006731,Unpredictable
1.962,0.056,0.047,1,A044534,Unpredictable
1.964,0.556,0.442,1,A031247,Unpredictable
1.964,0.822,0.667,1,A055976,Unpredictable
1.965,0.064,0.055,2,A050219|A050220,Unpredictable
1.965,0.176,0.199,1,A004760,Predictable
1.966,0.551,0.407,1,A037857,Unpredictable
1.967,0.03,0.062,1,A043611,Unpredictable
1.968,0.376,0.396,1,A014589,Unpredictable
1.969,0.029,0.055,1,A046446,Unpredictable
1.969,0.078,0.097,1,A031294,Unpredictable
1.969,0.741,0.451,1,A033880,Predictable
1.97,0.006,0.005,1,A053659,Unpredictable
1.971,0.261,0.335,1,A047896,Unpredictable
1.971,0.303,0.289,1,A033101,Unpredictable
1.973,0.027,0.078,1,A028770,Unpredictable
1.974,0.159,0.152,1,A026267,Unpredictable
1.975,0.239,0.238,1,A048981,Predictable
1.976,0.42,0.304,1,A046128,Unpredictable
1.977,0.173,0.17,1,A048850,Unpredictable
1.98,0.168,0.162,1,A026265,Unpredictable
1.981,0.235,0.224,1,A002637,Unpredictable
1.984,0.059,0.193,1,A010460,Unpredictable
1.984,0.233,0.223,1,A039086,Unpredictable
1.984,0.238,0.201,1,A048849,Unpredictable
1.987,0.591,0.411,1,A029911,Unpredictable
1.988,0.09,0.093,1,A031216,Predictable
1.989,0.148,0.123,1,A010906,Predictable
1.99,0.327,0.282,1,A048149,Unpredictable
1.99,0.423,0.34,1,A003962,Predictable
1.993,0.007,0.049,1,A048475,Unpredictable
1.993,0.268,0.246,1,A043624,Unpredictable
1.994,0.008,0.057,1,A051234,Unpredictable
1.995,0.248,0.23,1,A026408,Unpredictable
1.995,0.44,0.313,1,A045101,Unpredictable
1.996,0.089,0.144,1,A031271,Unpredictable
1.996,0.177,0.169,1,A026399,Unpredictable
1.997,0.144,0.156,1,A026342,Unpredictable
1.997,0.285,0.199,1,A039348,Unpredictable
1.997,0.537,0.418,1,A037431,Unpredictable
1.999,0.261,0.222,1,A045767,Unpredictable
1.999,0.743,0.422,1,A031168,Unpredictable
2.001,0.075,0.266,1,A036478,Unpredictable
2.002,0.502,0.527,1,A016406,Unpredictable
2.003,0.028,0.188,1,A034075,Predictable
2.003,0.339,0.248,1,A050469,Predictable
2.004,0.001,0.002,1,A048109,Predictable
2.004,0.243,0.243,1,A036787,Predictable
2.005,0.12,0.103,1,A039381,Unpredictable
2.005,0.73,0.613,1,A018194,Predictable
2.006,0.101,0.161,1,A053652,Unpredictable
2.006,0.893,0.625,1,A051150,Predictable
2.007,0.413,0.304,1,A043411,Unpredictable
2.009,0.273,0.271,1,A039404,Unpredictable
2.01,0.419,0.362,1,A044942,Unpredictable
2.011,0.424,0.6,1,A021448,Predictable
2.012,0.323,0.219,1,A039441,Unpredictable
2.014,0.478,0.332,1,A039378,Unpredictable
2.016,0.533,0.387,1,A050600,Predictable
2.017,0.509,0.334,1,A023897,Unpredictable
2.02,0.356,0.312,2,A049747|A049751,Unpredictable
2.02,0.643,0.386,1,A037840,Unpredictable
2.02,0.881,0.597,1,A038200,Predictable
2.022,0.436,0.445,1,A050433,Predictable
2.024,0.33,0.299,1,A045773,Unpredictable
2.024,0.982,0.632,1,A054533,Predictable
2.025,0.136,0.1,1,A055653,Predictable
2.025,0.142,0.143,1,A055179,Unpredictable
2.025,0.995,0.672,1,A038072,Unpredictable
2.026,0.019,0.027,1,A054633,Unpredictable
2.026,0.521,0.317,1,A006666,Predictable
2.028,0.87,0.623,1,A057980,Unpredictable
2.028,0.882,0.559,1,A023901,Unpredictable
2.03,0.11,0.119,1,A032705,Unpredictable
2.03,0.805,0.535,1,A054891,Predictable
2.032,0.135,0.121,1,A039270,Unpredictable
2.032,0.958,0.623,1,A058485,Predictable
2.034,0.416,0.453,1,A037871,Unpredictable
2.034,0.539,0.348,1,A039410,Unpredictable
2.034,0.953,0.617,1,A054274,Predictable
2.035,0.124,0.124,1,A032712,Unpredictable
2.036,0.089,0.192,1,A031085,Unpredictable
2.036,0.458,0.445,1,A056980,Predictable
2.037,0.293,0.259,1,A036788,Predictable
2.038,0.934,0.597,1,A058624,Predictable
2.039,0.047,0.092,1,A059208,Unpredictable
2.039,0.061,0.066,1,A039018,Unpredictable
2.04,0.088,0.191,1,A031096,Unpredictable
2.042,0.003,0.003,1,A037084,Unpredictable
2.045,0.025,0.107,1,A031220,Unpredictable
2.045,0.116,0.075,1,A038100,Predictable
2.046,0.005,0.008,1,A054305,Unpredictable
2.046,0.049,0.097,1,A059207,Unpredictable
2.046,0.351,0.243,1,A045223,Unpredictable
2.046,0.481,0.338,1,A050677,Unpredictable
2.048,0.241,0.216,1,A046290,Unpredictable
2.05,0.215,0.168,1,A055034,Predictable
2.052,0.388,0.226,1,A057828,Predictable
2.053,0.276,0.419,1,A031268,Unpredictable
2.054,0.067,0.247,1,A046156,Unpredictable
2.054,0.329,0.233,1,A039528,Unpredictable
2.055,0.232,0.178,1,A048748,Predictable
2.056,0.041,0.026,1,A030724,Unpredictable
2.058,0.217,0.164,1,A037225,Predictable
2.059,0.09,0.077,1,A002152,Unpredictable
2.062,0.119,0.144,1,A004761,Predictable
2.062,0.228,0.238,1,A048393,Unpredictable
2.063,0.206,0.26,1,A032867,Unpredictable
2.064,0.203,0.156,1,A037402,Unpredictable
2.065,0.059,0.061,1,A037407,Unpredictable
2.066,0.102,0.151,1,A026256,Unpredictable
2.067,0.888,0.547,1,A023892,Unpredictable
2.068,0.102,0.17,1,A031474,Unpredictable
2.069,0.01,0.009,1,A054292,Unpredictable
2.07,0.089,0.091,1,A043682,Unpredictable
2.07,0.16,0.161,1,A004451,Predictable
2.072,0.475,0.326,1,A043274,Unpredictable
2.073,0.176,0.159,1,A026354,Predictable
2.074,0.083,0.144,1,A031856,Unpredictable
2.074,0.136,0.143,1,A055173,Unpredictable
2.074,0.625,0.4,1,A037846,Unpredictable
2.075,0.128,0.153,1,A038558,Unpredictable
2.075,0.234,0.217,1,A053091,Predictable
2.077,0.331,0.265,1,A039374,Unpredictable
2.078,0.239,0.349,1,A054070,Unpredictable
2.078,0.794,0.524,1,A029880,Unpredictable
2.08,0.785,0.467,1,A001178,Predictable
2.081,0.007,0.005,1,A053234,Unpredictable
2.082,0.254,0.518,1,A031544,Unpredictable
2.083,0.254,0.336,1,A044901,Unpredictable
2.084,0.091,0.19,1,A031491,Unpredictable
2.084,0.461,0.315,1,A013944,Unpredictable
2.084,0.522,0.38,1,A049816,Unpredictable
2.086,0.004,0.012,1,A054297,Unpredictable
2.088,0.053,0.036,1,A054636,Unpredictable
2.088,0.418,0.292,1,A039496,Unpredictable
2.088,0.82,0.483,1,A039912,Unpredictable
2.089,0.922,0.621,1,A030215,Predictable
2.089,0.971,0.627,1,A058728,Predictable
2.09,0.243,0.303,1,A030620,Unpredictable
2.09,0.676,0.453,1,A043467,Unpredictable
2.091,0.93,0.586,1,A058636,Predictable
2.093,0.383,0.417,1,A005090,Predictable
2.093,0.996,0.662,2,A001659|A006090,Predictable
2.094,0.0,0.111,1,A010888,Predictable
2.094,0.143,0.381,1,A029865,Unpredictable
2.095,0.155,0.281,1,A021313,Predictable
2.098,0.378,0.33,1,A037430,Unpredictable
2.098,0.938,0.614,1,A010119,Unpredictable
2.101,0.94,0.594,1,A058573,Predictable
2.102,0.288,0.323,1,A003315,Unpredictable
2.102,0.363,0.303,1,A033099,Unpredictable
2.105,0.273,0.293,1,A003901,Unpredictable
2.106,0.786,0.541,1,A007813,Predictable
2.107,0.066,0.089,1,A031295,Unpredictable
2.107,0.577,0.407,1,A043439,Unpredictable
2.107,0.969,0.604,1,A052240,Predictable
2.108,0.13,0.411,1,A021496,Predictable
2.109,0.26,0.198,1,A039642,Unpredictable
2.111,0.144,0.239,1,A051835,Unpredictable
2.111,0.373,0.259,1,A055509,Predictable
2.114,0.199,0.238,1,A023705,Predictable
2.115,0.953,0.605,1,A058509,Predictable
2.118,0.354,0.203,1,A043340,Unpredictable
2.119,0.086,0.152,1,A032905,Unpredictable
2.119,0.237,0.214,1,A039260,Unpredictable
2.12,0.146,0.153,1,A031953,Unpredictable
2.123,0.058,0.228,1,A037900,Unpredictable
2.123,0.408,0.363,1,A037907,Unpredictable
2.126,0.0,0.001,1,A056019,Unpredictable
2.127,0.434,0.276,1,A000119,Predictable
2.128,0.194,0.119,1,A039419,Unpredictable
2.13,0.003,0.003,1,A045550,Unpredictable
2.131,0.256,0.181,1,A048188,Predictable
2.133,0.03,0.081,1,A020444,Unpredictable
2.133,1.0,0.66,1,A039758,Predictable
2.134,0.107,0.104,1,A002365,Unpredictable
2.135,0.061,0.18,1,A054634,Unpredictable
2.136,0.33,0.257,1,A025416,Predictable
2.138,0.009,0.009,1,A044636,Unpredictable
2.139,0.119,0.129,1,A039264,Unpredictable
2.14,0.196,0.376,1,A008946,Unpredictable
2.141,0.13,0.084,1,A037403,Unpredictable
2.142,0.215,0.211,1,A049319,Unpredictable
2.142,0.26,0.192,1,A001283,Predictable
2.142,0.625,0.336,1,A051506,Unpredictable
2.143,0.063,0.11,1,A059206,Unpredictable
2.144,0.103,0.134,1,A030624,Unpredictable
2.145,0.019,0.022,1,A041002,Unpredictable
2.145,0.22,0.124,1,A037382,Unpredictable
2.146,0.205,0.262,1,A043346,Unpredictable
2.146,0.247,0.208,1,A051556,Unpredictable
2.146,0.349,0.267,1,A003977,Predictable
2.147,0.97,0.618,2,A007257|A045487,Predictable
2.15,0.007,0.005,1,A037008,Predictable
2.15,0.052,0.11,1,A037327,Predictable
2.15,0.993,0.646,1,A030182,Predictable
2.153,0.202,0.207,1,A045887,Unpredictable
2.154,0.359,0.349,1,A042946,Unpredictable
2.154,0.654,0.447,1,A028949,Predictable
2.156,0.098,0.138,1,A030355,Unpredictable
2.157,0.29,0.286,1,A024540,Predictable
2.158,0.013,0.037,1,A049535,Predictable
2.158,0.748,0.396,1,A031169,Unpredictable
2.159,0.339,0.259,1,A025417,Predictable
2.16,0.006,0.053,1,A043925,Unpredictable
2.161,0.088,0.108,1,A031075,Unpredictable
2.162,0.052,0.089,1,A031115,Unpredictable
2.163,0.088,0.074,1,A027701,Unpredictable
2.164,0.099,0.126,1,A032716,Unpredictable
2.164,0.244,0.184,1,A053158,Predictable
2.165,0.114,0.118,1,A043698,Unpredictable
2.168,0.214,0.222,1,A030454,Predictable
2.168,0.339,0.23,1,A031020,Unpredictable
2.172,0.702,0.393,1,A035931,Unpredictable
2.173,0.116,0.125,1,A039262,Unpredictable
2.173,0.803,0.542,1,A034998,Unpredictable
2.173,0.976,0.632,1,A006730,Unpredictable
2.175,0.113,0.126,1,A037310,Predictable
2.176,0.059,0.17,1,A031088,Unpredictable
2.176,0.602,0.344,1,A037841,Unpredictable
2.177,0.076,0.128,1,A039514,Unpredictable
2.177,0.939,0.603,1,A010109,Unpredictable
2.178,0.017,0.04,1,A046501,Unpredictable
2.178,0.975,0.619,1,A030122,Unpredictable
2.179,0.35,0.277,1,A050460,Predictable
2.18,0.088,0.116,1,A055950,Predictable
2.181,0.25,0.186,1,A045005,Unpredictable
2.181,0.496,0.317,1,A025482,Unpredictable
2.183,0.329,0.254,1,A057099,Predictable
2.183,0.936,0.6,1,A010114,Unpredictable
2.185,0.268,0.2,1,A039645,Unpredictable
2.185,0.976,0.63,1,A006729,Unpredictable
2.185,0.999,0.644,1,A000329,Unpredictable
2.186,0.078,0.113,1,A044450,Unpredictable
2.187,0.99,0.64,1,A022691,Unpredictable
2.19,0.007,0.009,1,A046429,Unpredictable
2.19,0.011,0.016,1,A045844,Predictable
2.19,0.089,0.145,1,A026413,Unpredictable
2.191,0.028,0.044,1,A059093,Predictable
2.191,0.276,0.274,1,A024541,Unpredictable
2.193,0.07,0.166,1,A026263,Unpredictable
2.193,0.644,0.367,1,A037838,Unpredictable
2.195,0.274,0.28,1,A032972,Unpredictable
2.195,0.342,0.186,1,A054240,Predictable
2.196,0.086,0.092,1,A031954,Unpredictable
2.196,0.143,0.095,1,A025328,Unpredictable
2.196,0.213,0.203,1,A054086,Unpredictable
2.197,0.586,0.35,1,A039604,Unpredictable
2.197,0.975,0.616,1,A010117,Unpredictable
2.202,0.485,0.345,1,A037849,Unpredictable
2.203,0.009,0.009,1,A044637,Unpredictable
2.204,0.014,0.035,1,A054288,Unpredictable
2.205,0.18,0.169,1,A057700,Unpredictable
2.206,0.007,0.006,1,A045528,Predictable
2.208,0.078,0.202,1,A039405,Unpredictable
2.208,0.998,0.638,1,A000319,Unpredictable
2.209,0.623,0.351,1,A037839,Unpredictable
2.21,0.011,0.015,1,A053750,Predictable
2.21,0.189,0.237,1,A010404,Unpredictable
2.21,0.346,0.37,1,A006133,Predictable
2.21,0.868,0.578,1,A055925,Predictable
2.211,0.374,0.293,1,A007535,Unpredictable
2.211,0.41,0.29,1,A045271,Unpredictable
2.212,0.094,0.105,1,A056018,Predictable
2.212,0.117,0.121,1,A039327,Unpredictable
2.212,0.135,0.183,1,A053010,Predictable
2.212,0.783,0.57,1,A035118,Predictable
2.213,0.112,0.23,1,A031661,Unpredictable
2.213,0.153,0.162,1,A044489,Unpredictable
2.213,0.174,0.166,1,A056017,Predictable
2.215,0.227,0.138,1,A043510,Unpredictable
2.216,0.023,0.054,1,A004445,Predictable
2.217,0.165,0.206,1,A049317,Unpredictable
2.217,0.976,0.625,1,A006728,Unpredictable
2.218,0.009,0.012,1,A030638,Unpredictable
2.219,0.133,0.219,1,A031284,Unpredictable
2.22,0.064,0.167,1,A031077,Unpredictable
2.221,0.142,0.191,1,A031470,Unpredictable
2.222,0.514,0.348,1,A050432,Predictable
2.231,0.146,0.181,1,A049318,Unpredictable
2.232,0.189,0.125,1,A037429,Unpredictable
2.232,0.328,0.322,1,A054988,Predictable
2.232,0.378,0.405,1,A023582,Predictable
2.233,0.001,0.002,1,A050198,Unpredictable
2.233,0.257,0.26,1,A054990,Unpredictable
2.234,0.996,0.64,1,A038074,Unpredictable
2.235,0.006,0.017,1,A004826,Unpredictable
2.237,0.127,0.112,1,A033063,Unpredictable
2.238,0.318,0.273,1,A053148,Unpredictable
2.238,0.976,0.611,1,A056620,Unpredictable
2.239,0.049,0.123,1,A032700,Unpredictable
2.239,0.529,0.343,1,A026099,Unpredictable
2.24,0.906,0.557,1,A005928,Predictable
2.241,0.361,0.275,1,A039449,Unpredictable
2.241,0.642,0.418,1,A037844,Unpredictable
2.242,0.054,0.085,1,A031296,Unpredictable
2.244,0.202,0.189,1,A030372,Unpredictable
2.245,0.006,0.008,1,A037007,Predictable
2.247,0.384,0.306,1,A053039,Unpredictable
2.248,0.015,0.013,1,A054310,Unpredictable
2.248,0.016,0.013,1,A045932,Unpredictable
2.249,0.116,0.139,1,A044876,Unpredictable
2.252,0.54,0.301,1,A003132,Predictable
2.253,0.0,0.0,1,A003100,Unpredictable
2.253,0.042,0.034,1,A030332,Unpredictable
2.253,0.802,0.597,1,A013462,Unpredictable
2.255,0.519,0.363,1,A031346,Predictable
2.255,0.802,0.598,1,A012760,Unpredictable
2.256,0.116,0.133,1,A039215,Unpredictable
2.256,0.13,0.135,1,A055182,Unpredictable
2.256,0.319,0.335,1,A006166,Predictable
2.257,0.209,0.14,1,A045035,Unpredictable
2.257,0.975,0.618,1,A006727,Unpredictable
2.26,0.143,0.213,1,A052234,Unpredictable
2.26,0.182,0.246,1,A044907,Unpredictable
2.26,0.85,0.614,1,A035616,Unpredictable
2.261,0.093,0.132,1,A059205,Unpredictable
2.263,0.112,0.118,1,A044923,Unpredictable
2.263,0.23,0.259,1,A031612,Unpredictable
2.263,0.474,0.344,1,A037847,Unpredictable
2.264,0.06,0.098,1,A039325,Unpredictable
2.266,0.402,0.32,1,A053035,Unpredictable
2.268,0.014,0.017,1,A045941,Unpredictable
2.269,0.349,0.3,1,A004088,Unpredictable
2.269,0.516,0.343,1,A037848,Unpredictable
2.27,0.426,0.282,1,A043273,Unpredictable
2.271,0.744,0.377,1,A031170,Predictable
2.272,0.822,0.573,1,A003196,Unpredictable
2.272,0.977,0.609,2,A007244|A045481,Predictable
2.273,0.869,0.541,1,A051171,Unpredictable
2.274,0.995,0.632,1,A035302,Predictable
2.275,0.001,0.011,1,A033558,Unpredictable
2.275,0.007,0.087,1,A037326,Unpredictable
2.276,0.008,0.009,1,A054307,Unpredictable
2.276,0.035,0.077,1,A011375,Unpredictable
2.276,0.13,0.08,1,A051268,Unpredictable
2.276,0.289,0.177,1,A035505,Predictable
2.279,0.031,0.106,1,A007766,Unpredictable
2.279,0.244,0.196,1,A053196,Predictable
2.279,0.3,0.228,1,A053474,Unpredictable
2.28,0.049,0.102,1,A034848,Unpredictable
2.282,0.32,0.255,1,A059451,Unpredictable
2.282,0.596,0.378,1,A037845,Unpredictable
2.283,0.265,0.183,1,A039527,Unpredictable
2.284,0.115,0.145,1,A020350,Unpredictable
2.285,0.185,0.374,1,A048823,Unpredictable
2.287,0.439,0.386,1,A032871,Unpredictable
2.288,0.249,0.186,1,A039643,Unpredictable
2.291,0.074,0.073,1,A039014,Unpredictable
2.292,0.9,0.594,1,A058963,Predictable
2.294,0.011,0.046,1,A029597,Unpredictable
2.296,0.203,0.158,1,A039349,Unpredictable
2.297,0.327,0.252,1,A002340,Unpredictable
2.299,0.137,0.113,1,A026254,Unpredictable
2.303,0.0,0.002,1,A020482,Unpredictable
2.304,0.096,0.3,1,A000999,Predictable
2.304,0.341,0.328,1,A044055,Unpredictable
2.305,0.205,0.213,1,A043368,Unpredictable
2.305,0.422,0.284,1,A039379,Unpredictable
