theta,R,Dstar,size,members,classification
2.305,0.615,0.293,1,A007432,Predictable
2.308,0.159,0.125,1,A050695,Unpredictable
2.308,0.185,0.146,1,A025376,Predictable
2.309,0.105,0.077,1,A037398,Unpredictable
2.31,0.815,0.517,1,A055370,Unpredictable
2.312,0.56,0.34,1,A039996,Predictable
2.314,0.081,0.087,1,A043707,Unpredictable
2.315,0.055,0.048,1,A039013,Unpredictable
2.315,0.207,0.288,1,A037863,Predictable
2.316,0.011,0.012,1,A004712,Unpredictable
2.316,0.035,0.027,1,A004714,Unpredictable
2.318,0.017,0.014,1,A057812,Predictable
2.318,0.078,0.321,1,A057112,Predictable
2.319,0.114,0.236,1,A046186,Unpredictable
2.319,0.518,0.298,1,A046925,Unpredictable
2.32,0.809,0.598,1,A013117,Unpredictable
2.32,0.984,0.592,1,A058564,Predictable
2.321,0.365,0.388,1,A023589,Unpredictable
2.323,0.097,0.203,1,A031496,Unpredictable
2.323,0.162,0.218,1,A004428,Unpredictable
2.324,0.2,0.198,1,A043482,Unpredictable
2.325,0.943,0.625,1,A021052,Unpredictable
2.326,0.005,0.013,1,A002859,Unpredictable
2.326,0.148,0.168,1,A050998,Unpredictable
2.327,0.083,0.135,1,A029827,Unpredictable
2.327,0.701,0.497,1,A006839,Unpredictable
2.327,0.915,0.614,1,A021196,Predictable
2.328,0.005,0.065,1,A057656,Unpredictable
2.328,0.037,0.067,1,A031510,Unpredictable
2.328,0.051,0.077,1,A004487,Unpredictable
2.328,0.072,0.115,1,A044069,Unpredictable
2.33,0.103,0.138,1,A024542,Unpredictable
2.33,0.956,0.538,1,A058513,Predictable
2.333,0.028,0.04,1,A048967,Predictable
2.333,0.338,0.28,1,A050666,Unpredictable
2.337,0.168,0.364,1,A027354,Predictable
2.337,0.545,0.434,1,A039738,Unpredictable
2.34,0.127,0.199,1,A032888,Unpredictable
2.341,0.228,0.219,1,A039085,Unpredictable
2.341,0.416,0.398,1,A056978,Predictable
2.341,0.62,0.375,1,A037854,Unpredictable
2.341,0.964,0.625,1,A021016,Predictable
2.342,0.015,0.022,1,A053745,Predictable
2.342,0.144,0.213,1,A033056,Unpredictable
2.343,0.962,0.548,1,A058103,Predictable
2.344,0.302,0.234,1,A046518,Unpredictable
2.345,0.05,0.108,1,A050272,Unpredictable
2.347,0.183,0.199,1,A031492,Unpredictable
2.349,0.024,0.023,1,A003607,Predictable
2.349,0.343,0.21,1,A026409,Unpredictable
2.351,0.12,0.132,1,A043697,Unpredictable
2.352,0.075,0.249,1,A052233,Unpredictable
2.353,0.116,0.14,1,A031068,Unpredictable
2.356,0.632,0.343,1,A037837,Unpredictable
2.358,0.345,0.417,1,A030462,Unpredictable
2.358,0.743,0.563,1,A006806,Unpredictable
2.359,0.214,0.216,1,A039375,Unpredictable
2.36,0.846,0.551,1,A051111,Predictable
2.361,0.102,0.062,1,A025329,Unpredictable
2.361,0.264,0.188,1,A039644,Unpredictable
2.362,0.15,0.17,1,A044108,Unpredictable
2.365,0.258,0.272,1,A036414,Unpredictable
2.365,0.99,0.599,1,A030181,Predictable
2.366,0.126,0.099,1,A003987,Predictable
2.366,0.343,0.414,1,A030463,Unpredictable
2.367,0.032,0.055,1,A054430,Unpredictable
2.367,0.996,0.62,1,A056225,Unpredictable
2.372,0.046,0.035,1,A054637,Unpredictable
2.373,0.43,0.27,1,A043272,Unpredictable
2.374,0.996,0.619,1,A004174,Unpredictable
2.375,0.367,0.324,1,A055175,Unpredictable
2.38,0.074,0.076,1,A039273,Unpredictable
2.382,0.087,0.041,1,A031867,Unpredictable
2.382,0.151,0.137,1,A048688,Predictable
2.383,0.0,0.333,1,A005681,Predictable
2.384,0.016,0.228,1,A039468,Unpredictable
2.384,0.567,0.357,1,A051010,Unpredictable
2.387,0.238,0.37,1,A056564,Predictable
2.391,0.134,0.134,1,A007573,Unpredictable
2.391,0.44,0.312,1,A057515,Unpredictable
2.394,0.227,0.221,1,A031462,Unpredictable
2.395,0.026,0.022,1,A004710,Unpredictable
2.396,0.226,0.366,1,A049236,Predictable
2.398,0.127,0.145,1,A023803,Unpredictable
2.4,0.514,0.407,1,A047988,Unpredictable
2.401,0.256,0.204,1,A050497,Unpredictable
2.401,0.531,0.356,1,A056169,Predictable
2.401,0.987,0.573,1,A000209,Unpredictable
2.404,0.87,0.478,1,A053255,Predictable
2.405,0.455,0.317,1,A055092,Predictable
2.406,0.661,0.31,1,A058222,Predictable
2.407,0.422,0.276,1,A039411,Unpredictable
2.408,0.001,0.084,1,A039711,Predictable
2.408,0.106,0.08,1,A058903,Unpredictable
2.408,0.495,0.382,1,A055178,Unpredictable
2.408,0.752,0.423,1,A058634,Unpredictable
2.411,0.09,0.15,1,A010452,Unpredictable
2.413,0.223,0.364,1,A048825,Unpredictable
2.414,0.564,0.301,1,A049501,Predictable
2.415,0.202,0.147,1,A031013,Unpredictable
2.416,0.319,0.376,1,A037811,Unpredictable
2.416,0.344,0.238,1,A049727,Unpredictable
2.419,0.018,0.05,1,A004486,Unpredictable
2.42,0.115,0.191,1,A043410,Unpredictable
2.423,0.478,0.253,1,A057105,Predictable
2.424,0.186,0.196,1,A039204,Unpredictable
2.426,0.21,0.214,1,A050823,Unpredictable
2.426,0.79,0.594,1,A002551,Unpredictable
2.428,0.233,0.226,1,A034821,Unpredictable
2.429,0.043,0.074,1,A031287,Unpredictable
2.431,0.079,0.068,1,A037399,Unpredictable
2.431,0.187,0.218,1,A034820,Unpredictable
2.432,0.717,0.345,1,A031171,Unpredictable
2.435,0.065,0.101,1,A026261,Unpredictable
2.437,0.06,0.037,1,A007960,Unpredictable
2.438,0.327,0.287,1,A033957,Unpredictable
2.439,0.222,0.104,1,A034073,Predictable
2.441,0.114,0.093,1,A037440,Unpredictable
2.441,0.397,0.281,1,A054658,Unpredictable
2.442,0.038,0.1,1,A043679,Unpredictable
2.442,0.106,0.13,1,A039206,Unpredictable
2.442,0.871,0.48,1,A057094,Predictable
2.443,0.011,0.123,1,A021023,Predictable
2.444,0.026,0.039,1,A031208,Unpredictable
2.446,0.039,0.023,1,A046428,Unpredictable
2.446,0.205,0.281,1,A039994,Predictable
2.446,0.646,0.337,1,A037836,Unpredictable
2.449,0.064,0.088,1,A055185,Unpredictable
2.449,0.371,0.263,1,A039537,Unpredictable
2.45,0.017,0.087,1,A031485,Unpredictable
2.45,0.141,0.129,1,A049877,Unpredictable
2.45,0.174,0.353,1,A027360,Predictable
2.45,0.354,0.234,1,A031465,Unpredictable
2.452,0.19,0.165,1,A036465,Unpredictable
2.455,0.09,0.105,1,A045901,Predictable
2.458,0.032,0.049,1,A039003,Unpredictable
2.458,0.067,0.14,1,A055960,Predictable
2.458,0.171,0.152,1,A039328,Unpredictable
2.458,0.45,0.263,1,A042939,Predictable
2.461,0.105,0.13,1,A039205,Unpredictable
2.461,0.949,0.507,1,A058560,Predictable
2.463,0.134,0.178,1,A034278,Unpredictable
2.465,0.125,0.097,1,A037406,Unpredictable
2.465,0.192,0.215,1,A043391,Unpredictable
2.466,0.003,0.03,1,A034120,Unpredictable
2.467,0.107,0.09,1,A008867,Predictable
2.47,0.905,0.56,1,A039621,Predictable
2.471,0.008,0.024,1,A036556,Predictable
2.472,0.001,0.005,1,A036455,Predictable
2.472,0.003,0.036,1,A026604,Unpredictable
2.472,0.056,0.054,1,A020475,Predictable
2.472,0.125,0.249,1,A034117,Unpredictable
2.475,0.178,0.145,1,A039460,Unpredictable
2.477,0.0,0.005,1,A007607,Predictable
2.477,0.396,0.288,1,A043415,Unpredictable
2.478,0.542,0.257,1,A051505,Unpredictable
2.479,0.981,0.542,1,A054535,Predictable
2.48,0.22,0.153,1,A049467,Predictable
2.48,0.551,0.281,1,A057748,Unpredictable
2.481,0.774,0.389,1,A030203,Predictable
2.483,0.455,0.202,1,A055224,Unpredictable
2.485,0.004,0.036,1,A024671,Unpredictable
2.487,0.225,0.18,1,A008318,Unpredictable
2.487,0.3,0.207,1,A059581,Unpredictable
2.491,0.521,0.308,1,A048288,Predictable
2.492,0.794,0.474,1,A005764,Predictable
2.493,0.097,0.073,1,A037405,Unpredictable
2.495,0.029,0.076,1,A050520,Unpredictable
2.497,0.054,0.133,1,A045297,Unpredictable
2.497,0.799,0.491,1,A055978,Predictable
2.498,0.026,0.221,1,A021968,Unpredictable
2.499,0.501,0.321,1,A037906,Unpredictable
2.501,0.957,0.482,1,A047645,Predictable
2.501,0.988,0.59,1,A022684,Unpredictable
2.502,0.655,0.37,1,A037853,Unpredictable
2.504,0.122,0.25,1,A050682,Unpredictable
2.504,0.358,0.207,1,A026400,Unpredictable
2.504,0.994,0.594,1,A022724,Unpredictable
2.505,0.242,0.186,1,A039477,Unpredictable
2.505,0.592,0.366,1,A031349,Unpredictable
2.506,0.883,0.561,1,A008309,Predictable
2.506,0.994,0.593,1,A022723,Unpredictable
2.508,0.994,0.593,1,A022722,Unpredictable
2.509,0.115,0.101,1,A008579,Predictable
2.51,0.994,0.592,1,A022721,Unpredictable
2.511,0.974,0.587,1,A006496,Predictable
2.512,0.149,0.161,1,A039728,Unpredictable
2.513,0.937,0.576,1,A049218,Predictable
2.513,0.994,0.592,1,A022720,Unpredictable
2.514,0.538,0.368,1,A043388,Unpredictable
2.514,0.977,0.59,1,A056598,Unpredictable
2.515,0.421,0.318,1,A030593,Unpredictable
2.515,0.994,0.592,1,A022719,Unpredictable
2.517,0.152,0.085,1,A035140,Unpredictable
2.517,0.675,0.402,1,A003475,Predictable
2.517,0.994,0.591,1,A022718,Unpredictable
2.518,0.527,0.369,1,A025451,Unpredictable
2.52,0.002,0.005,1,A010847,Predictable
2.52,0.994,0.591,1,A022717,Unpredictable
2.522,0.149,0.28,1,A034119,Unpredictable
2.522,0.605,0.372,1,A058060,Predictable
2.522,0.994,0.59,1,A022716,Unpredictable
2.524,0.994,0.59,1,A022715,Unpredictable
2.527,0.994,0.59,1,A022714,Unpredictable
2.528,0.103,0.1,1,A020371,Unpredictable
2.529,0.661,0.344,1,A037835,Unpredictable
2.529,0.994,0.589,1,A022713,Unpredictable
2.531,0.049,0.102,1,A044071,Unpredictable
2.532,0.0,0.02,1,A053187,Predictable
2.532,0.1,0.295,1,A045080,Unpredictable
2.532,0.83,0.545,1,A014619,Predictable
2.532,0.994,0.589,1,A022712,Unpredictable
2.534,0.563,0.328,1,A050431,Predictable
2.534,0.936,0.48,1,A058626,Predictable
2.534,0.994,0.588,1,A022711,Unpredictable
2.535,0.084,0.105,2,A054076|A054077,Unpredictable
2.535,0.57,0.303,1,A004085,Predictable
2.536,0.049,0.103,1,A048686,Unpredictable
2.536,0.994,0.588,1,A022710,Unpredictable
2.539,0.127,0.101,1,A007457,Predictable
2.539,0.994,0.588,1,A022709,Unpredictable
2.54,0.038,0.023,1,A004711,Predictable
2.541,0.994,0.587,1,A022708,Unpredictable
2.543,0.128,0.128,1,A050238,Unpredictable
2.543,0.994,0.587,1,A022707,Unpredictable
2.544,0.306,0.205,1,A039352,Unpredictable
2.545,0.577,0.381,1,A043443,Unpredictable
2.546,0.994,0.586,1,A022706,Unpredictable
2.548,0.008,0.011,1,A057440,Unpredictable
2.548,0.994,0.586,1,A022705,Unpredictable
2.55,0.994,0.586,1,A022704,Unpredictable
2.551,0.07,0.168,1,A039450,Unpredictable
2.553,0.994,0.585,1,A022703,Unpredictable
2.554,0.083,0.105,1,A054069,Unpredictable
2.554,0.994,0.585,1,A022694,Predictable
2.555,0.803,0.54,1,A009183,Unpredictable
2.555,0.994,0.585,1,A022702,Unpredictable
2.556,0.293,0.346,1,A036450,Unpredictable
2.556,0.995,0.59,1,A051141,Predictable
2.557,0.994,0.584,1,A022701,Predictable
2.559,0.117,0.136,1,A020353,Unpredictable
2.559,0.994,0.584,1,A022700,Predictable
2.56,0.109,0.145,1,A044465,Unpredictable
2.561,0.243,0.345,1,A003863,Unpredictable
2.561,0.994,0.584,1,A022699,Predictable
2.562,0.104,0.131,1,A039162,Unpredictable
2.562,0.225,0.194,1,A059467,Unpredictable
2.562,0.511,0.271,1,A006287,Unpredictable
2.563,0.029,0.023,1,A050806,Unpredictable
2.563,0.994,0.583,1,A022698,Predictable
2.565,0.994,0.582,1,A057597,Predictable
2.565,0.994,0.583,1,A022697,Predictable
2.566,0.07,0.188,1,A004196,Unpredictable
2.566,0.55,0.293,1,A046460,Unpredictable
2.567,0.299,0.459,1,A007471,Unpredictable
2.567,0.968,0.499,1,A027364,Predictable
2.568,0.98,0.526,1,A054534,Predictable
2.568,0.994,0.583,1,A022695,Predictable
2.569,0.194,0.291,1,A043352,Unpredictable
2.569,0.999,0.591,1,A055133,Predictable
2.571,0.107,0.087,1,A046087,Unpredictable
2.573,0.081,0.195,1,A020434,Unpredictable
2.573,0.352,0.272,1,A025384,Predictable
2.574,0.083,0.105,1,A054068,Unpredictable
2.578,0.478,0.248,1,A049502,Predictable
2.579,0.278,0.245,1,A033097,Unpredictable
2.58,0.081,0.086,1,A030309,Unpredictable
2.58,0.491,0.391,1,A037806,Predictable
2.581,0.01,0.016,1,A026443,Unpredictable
2.581,0.116,0.131,1,A058320,Unpredictable
2.581,0.231,0.15,1,A049466,Predictable
2.581,0.415,0.213,1,A045232,Unpredictable
2.582,0.96,0.474,1,A010823,Predictable
2.585,0.213,0.137,1,A049329,Unpredictable
2.59,0.026,0.091,1,A036703,Unpredictable
2.592,0.411,0.258,1,A039497,Unpredictable
2.595,0.036,0.059,1,A051003,Unpredictable
2.595,0.718,0.319,1,A031172,Predictable
2.596,0.52,0.252,1,A038698,Predictable
2.599,0.336,0.237,1,A039380,Unpredictable
2.601,0.389,0.333,1,A005136,Unpredictable
2.602,0.153,0.247,1,A030139,Predictable
2.602,0.234,0.138,1,A043497,Unpredictable
2.602,0.621,0.362,1,A019269,Unpredictable
2.603,0.075,0.055,1,A046431,Unpredictable
2.603,0.56,0.215,1,A055945,Predictable
2.604,0.033,0.028,1,A054518,Unpredictable
2.605,0.273,0.214,1,A039084,Unpredictable
2.606,0.2,0.244,1,A031467,Unpredictable
2.606,0.577,0.339,1,A039620,Unpredictable
2.608,0.027,0.09,1,A036697,Unpredictable
2.609,0.026,0.042,1,A056709,Predictable
2.609,0.042,0.053,1,A037136,Unpredictable
2.61,0.191,0.158,1,A031850,Unpredictable
2.613,0.28,0.217,1,A031257,Unpredictable
2.614,0.082,0.167,1,A039376,Unpredictable
2.617,0.017,0.033,1,A043626,Unpredictable
2.618,0.249,0.183,1,A059285,Predictable
2.619,0.041,0.1,1,A031207,Unpredictable
2.619,0.131,0.103,1,A056902,Predictable
2.619,0.246,0.137,1,A043514,Unpredictable
2.62,0.057,0.171,1,A003074,Unpredictable
2.62,0.347,0.251,1,A036054,Unpredictable
2.622,0.05,0.217,1,A050968,Unpredictable
2.622,0.095,0.253,1,A049837,Unpredictable
2.622,0.408,0.261,1,A054991,Unpredictable
2.624,0.035,0.066,1,A004484,Predictable
2.627,0.027,0.086,1,A003661,Predictable
2.628,0.074,0.154,1,A037999,Unpredictable
2.63,0.471,0.25,1,A045892,Unpredictable
2.631,0.328,0.226,1,A039536,Unpredictable
2.633,0.507,0.317,1,A037888,Unpredictable
2.636,0.01,0.011,1,A045920,Predictable
2.636,0.637,0.337,1,A039958,Unpredictable
2.638,0.338,0.219,1,A045796,Predictable
2.642,0.03,0.038,1,A023735,Unpredictable
2.642,0.234,0.226,1,A043886,Unpredictable
2.642,0.393,0.231,1,A043271,Unpredictable
2.643,0.287,0.183,1,A039442,Unpredictable
2.646,0.607,0.345,1,A058061,Predictable
2.646,0.619,0.375,1,A037819,Unpredictable
2.646,0.699,0.379,1,A050306,Unpredictable
2.646,0.932,0.476,1,A002284,Predictable
2.648,0.273,0.178,1,A045238,Unpredictable
2.648,0.461,0.259,1,A043515,Unpredictable
2.649,0.417,0.304,1,A050305,Unpredictable
2.649,0.894,0.477,1,A055300,Unpredictable
2.651,0.075,0.193,1,A031619,Unpredictable
2.651,0.524,0.323,1,A030219,Unpredictable
2.652,0.096,0.135,1,A039155,Unpredictable
2.652,0.166,0.142,1,A027870,Predictable
2.652,0.972,0.517,1,A007253,Predictable
2.653,0.089,0.05,1,A058902,Unpredictable
2.655,0.0,0.333,1,A028356,Predictable
2.656,0.367,0.241,1,A039354,Unpredictable
2.658,0.046,0.085,1,A031334,Unpredictable
2.658,0.653,0.357,1,A023524,Unpredictable
2.661,0.009,0.043,1,A026232,Unpredictable
2.661,0.25,0.221,1,A033667,Unpredictable
2.661,0.979,0.484,1,A010827,Predictable
2.664,0.105,0.076,1,A046425,Unpredictable
2.664,0.114,0.128,1,A039350,Unpredictable
2.666,0.977,0.481,1,A034778,Predictable
2.668,0.967,0.528,1,A002509,Predictable
2.669,0.222,0.4,1,A030455,Unpredictable
2.67,0.001,0.004,1,A013930,Unpredictable
2.672,0.066,0.208,1,A038759,Predictable
2.673,0.0,0.001,1,A053229,Unpredictable
2.673,0.706,0.413,1,A043408,Unpredictable
2.675,0.001,0.005,1,A056912,Unpredictable
2.675,0.11,0.117,1,A056203,Predictable
2.675,0.884,0.549,1,A006829,Unpredictable
2.676,0.107,0.105,1,A008745,Unpredictable
2.677,0.091,0.125,1,A039119,Unpredictable
2.678,0.029,0.448,1,A037869,Unpredictable
2.678,0.482,0.331,1,A027387,Predictable
2.68,0.032,0.039,1,A037441,Unpredictable
2.681,0.002,0.014,1,A034103,Unpredictable
2.682,0.325,0.333,1,A058978,Unpredictable
2.684,0.216,0.196,1,A045121,Unpredictable
2.688,0.017,0.01,1,A045526,Predictable
2.688,0.125,0.139,1,A043384,Unpredictable
2.688,0.86,0.46,1,A030199,Predictable
2.69,0.006,0.014,1,A023886,Unpredictable
2.69,0.124,0.259,1,A034118,Unpredictable
2.69,0.323,0.333,1,A043531,Unpredictable
2.69,0.615,0.554,1,A012569,Unpredictable
2.693,0.022,0.075,1,A028806,Unpredictable
2.693,0.033,0.05,1,A039024,Unpredictable
2.693,0.053,0.052,1,A050945,Unpredictable
2.697,0.236,0.223,1,A000989,Predictable
2.699,0.31,0.226,1,A057100,Predictable
2.7,0.003,0.13,1,A048763,Predictable
2.701,0.281,0.178,1,A045029,Unpredictable
2.702,0.774,0.559,1,A052138,Predictable
2.703,0.039,0.06,1,A039169,Unpredictable
2.704,0.011,0.033,1,A039029,Unpredictable
2.706,0.002,0.004,1,A013931,Predictable
2.707,0.0,0.0,2,A055048|A055040,Predictable
2.707,0.969,0.469,1,A010834,Predictable
2.71,0.001,0.003,1,A000028,Unpredictable
2.712,0.077,0.071,1,A055677,Unpredictable
2.715,0.132,0.208,1,A024160,Unpredictable
2.716,0.228,0.14,1,A049465,Predictable
2.717,0.507,0.413,1,A039804,Unpredictable
2.721,0.144,0.126,1,A037436,Unpredictable
2.721,0.608,0.338,1,A037800,Predictable
2.722,0.01,0.064,1,A039918,Unpredictable
2.724,0.013,0.018,1,A030630,Unpredictable
2.724,0.39,0.262,1,A045268,Unpredictable
2.727,0.321,0.291,1,A048881,Predictable
2.728,0.029,0.079,1,A043413,Unpredictable
2.729,0.273,0.247,1,A044998,Unpredictable
2.73,0.107,0.09,1,A034175,Unpredictable
2.73,0.361,0.236,1,A025481,Unpredictable
2.735,0.039,0.092,1,A037983,Unpredictable
2.737,0.993,0.556,1,A005120,Predictable
2.739,0.035,0.053,1,A006984,Unpredictable
2.739,0.086,0.072,1,A039503,Unpredictable
2.74,0.046,0.098,1,A032747,Unpredictable
2.74,0.346,0.222,1,A022906,Unpredictable
2.741,0.018,0.009,1,A052190,Unpredictable
2.741,0.03,0.02,1,A028965,Unpredictable
2.741,0.306,0.197,1,A033928,Predictable
2.742,0.237,0.169,1,A033929,Predictable
2.742,0.555,0.302,1,A023574,Unpredictable
2.745,0.004,0.007,1,A045553,Unpredictable
2.745,0.322,0.333,1,A051521,Predictable
2.746,0.062,0.053,1,A052374,Unpredictable
2.746,0.541,0.338,1,A030618,Unpredictable
2.749,0.075,0.089,1,A043107,Unpredictable
2.749,0.891,0.515,1,A039762,Predictable
2.75,0.187,0.27,1,A043371,Unpredictable
2.751,0.029,0.072,1,A050824,Unpredictable
2.752,0.002,0.002,1,A048111,Predictable
2.754,0.031,0.042,1,A050758,Predictable
2.754,0.064,0.247,1,A043422,Unpredictable
2.754,0.075,0.244,1,A031489,Unpredictable
2.754,0.528,0.386,1,A006805,Unpredictable
2.755,0.989,0.552,1,A014291,Predictable
2.756,0.188,0.252,1,A037334,Predictable
2.759,0.474,0.261,1,A027389,Predictable
2.763,0.033,0.107,1,A043473,Unpredictable
2.763,0.12,0.126,6,A043743|A043750|A043758|A043732|A043737|A043767,Unpredictable
2.763,0.177,0.135,1,A057104,Unpredictable
2.765,0.201,0.212,1,A043486,Unpredictable
2.765,0.979,0.488,1,A010841,Predictable
2.766,0.06,0.055,1,A059497,Unpredictable
2.768,0.25,0.147,1,A050670,Unpredictable
2.768,0.642,0.302,1,A056175,Predictable
2.768,0.765,0.402,1,A006708,Predictable
2.772,0.207,0.16,1,A043373,Unpredictable
2.773,0.248,0.204,1,A049849,Unpredictable
2.773,0.457,0.266,1,A039383,Unpredictable
2.773,0.556,0.28,1,A039457,Unpredictable
2.773,0.62,0.323,1,A001221,Predictable
2.773,0.995,0.552,1,A055138,Unpredictable
2.775,0.114,0.103,1,A014320,Predictable
2.775,0.248,0.373,1,A011523,Unpredictable
2.776,0.149,0.193,1,A043414,Unpredictable
2.776,0.259,0.206,1,A039412,Unpredictable
2.776,0.424,0.195,1,A023728,Unpredictable
2.777,0.663,0.385,1,A043471,Unpredictable
2.778,0.002,0.005,1,A044207,Unpredictable
2.779,0.117,0.215,1,A039397,Unpredictable
2.779,0.923,0.404,1,A001490,Predictable
2.782,0.121,0.074,1,A046760,Unpredictable
2.784,0.946,0.474,1,A058496,Predictable
2.784,0.968,0.487,1,A037947,Predictable
2.785,0.041,0.147,1,A043370,Unpredictable
2.786,0.348,0.204,1,A043264,Unpredictable
2.787,0.126,0.201,1,A031282,Unpredictable
2.787,0.22,0.155,1,A033107,Unpredictable
2.787,0.366,0.355,1,A011525,Unpredictable
2.788,0.187,0.226,1,A039526,Unpredictable
2.788,0.37,0.191,1,A003620,Unpredictable
2.788,0.866,0.382,1,A002307,Predictable
2.789,0.183,0.177,1,A059468,Unpredictable
2.789,0.378,0.152,1,A049840,Predictable
2.789,0.521,0.28,1,A039417,Unpredictable
2.789,0.742,0.361,1,A002376,Predictable
2.79,0.038,0.025,1,A020397,Unpredictable
2.791,0.325,0.223,1,A033923,Predictable
2.792,0.93,0.545,1,A021148,Predictable
2.793,0.057,0.116,1,A051658,Unpredictable
2.796,0.063,0.088,1,A004494,Predictable
2.797,0.845,0.351,1,A001483,Predictable
2.8,0.971,0.457,1,A010833,Predictable
2.801,0.047,0.031,1,A049519,Unpredictable
2.803,0.037,0.034,1,A053751,Predictable
2.803,0.06,0.069,1,A039277,Unpredictable
2.803,0.973,0.466,1,A010840,Predictable
2.806,0.167,0.282,1,A031635,Unpredictable
2.812,0.947,0.438,1,A002656,Predictable
2.813,0.086,0.199,1,A039574,Unpredictable
2.813,0.088,0.06,1,A039125,Unpredictable
2.815,0.29,0.15,1,A025525,Unpredictable
2.816,0.121,0.072,1,A037395,Unpredictable
2.816,0.565,0.302,1,A037879,Predictable
2.819,0.506,0.286,1,A016429,Unpredictable
2.821,0.077,0.066,1,A055170,Unpredictable
2.822,0.176,0.114,1,A048256,Unpredictable
2.824,0.003,0.006,1,A026424,Predictable
2.824,0.913,0.449,1,A053274,Predictable
2.827,0.858,0.458,1,A002286,Predictable
2.828,0.054,0.056,1,A002157,Unpredictable
2.829,0.03,0.057,2,A057509|A057511,Unpredictable
2.829,0.13,0.179,1,A004429,Unpredictable
2.829,0.23,0.201,1,A031500,Unpredictable
2.83,0.07,0.105,1,A045278,Unpredictable
2.831,0.001,0.001,1,A003588,Unpredictable
2.831,0.936,0.511,1,A010112,Unpredictable
2.832,0.051,0.092,1,A020422,Unpredictable
2.832,0.591,0.254,1,A033666,Unpredictable
2.834,0.014,0.017,1,A043185,Unpredictable
2.835,0.971,0.45,1,A000594,Predictable
2.837,0.678,0.281,1,A058643,Predictable
2.843,0.033,0.153,1,A020438,Unpredictable
2.844,0.28,0.134,1,A030621,Unpredictable
2.846,0.634,0.291,1,A023416,Predictable
2.846,0.976,0.457,1,A010835,Predictable
2.847,0.177,0.147,1,A039775,Unpredictable
2.848,0.965,0.462,1,A037945,Predictable
2.851,0.059,0.134,1,A023720,Unpredictable
2.851,0.099,0.115,1,A055954,Predictable
2.852,0.0,0.0,1,A055050,Unpredictable
2.852,0.623,0.303,1,A056228,Unpredictable
2.853,0.009,0.065,1,A039382,Unpredictable
2.853,0.965,0.481,1,A058558,Predictable
2.854,0.02,0.347,1,A021238,Unpredictable
2.854,0.301,0.333,1,A006020,Unpredictable
2.854,0.59,0.268,1,A043432,Unpredictable
2.855,0.044,0.04,1,A046702,Unpredictable
2.856,0.001,0.001,1,A025512,Unpredictable
2.856,0.048,0.046,1,A053715,Predictable
2.856,0.07,0.07,1,A058901,Unpredictable
2.856,0.077,0.066,1,A005185,Unpredictable
2.856,0.873,0.36,1,A030184,Predictable
2.857,0.034,0.104,1,A043441,Unpredictable
2.857,0.118,0.101,1,A030318,Unpredictable
2.858,0.936,0.508,1,A010116,Unpredictable
2.861,0.031,0.06,1,A004444,Predictable
2.862,0.217,0.121,1,A049448,Predictable
